texte,vrai,prédit,correct
"in 2014 my information was used at a hospital for treatment. I submitted a dispute with XXXX explaining that in 2014 i was in XXXX and couldnt possibly be in a hospital. XXXX did not complete an investigation to verify if i was in XXXX, only submitting to the collections company to verify my info. This investigation took longer than 30 days and i did not receive anything back. i called back requesting this be removed from my report and was told they are not allowed to remove data, the only thing they can do is submit another dispute. Agent XXXX # XXXX admitted to not investigating my claims.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"For the past several months, I have contacted Discover card via online chat, disputing the fact that my statement does not provide me with complete or full disclosure as to how my payments, including additional payments, are being applied towards my account. It also does not provide ACTUAL current balances still owed, as well as when my promotional interest free period expires. I have attempted to get Discover to provide this information on my statement on XXXX several occasions. I am told, this is general industry practice, and they are well within the law. I do not feel that i have TOTAL disclosure, as they do not provide me with the ACTUAL amount that is being applied toward my balances. They give me the formula that they use to generate their interest charge, and i have to figure it out myself. I do not know how much of my additional pmt being made is actually being allocated towards the higher interest balance, they only tell me that it is going down. I guess i am just supposed to believe this? I have asked that my statement provide the actual balances still owed, as well as the breakdown of actual payments made, and where they are applied, to which balance, as well as when promotional period expires. I do not feel I have total disclosure of my billing, since i can not see exactly where my payment is being allocated, other than they tell me that my balance is going down. I should not have to just take their word, it should be provided to me, in my statement, on a monthly basis, so i can see EXACTLY how much i still owe in each balance, both the higher balance, as well as the interest free balance. If this truly is standard industry practice, I believe it is an unfair billing practice, meant to be vague and deceitful.",Credit card,Credit card or prepaid card,False
"I am a victim of Identity Theft. Someone has placed things on my 3 credit bureau reports and they also filed bankruptcy in my name without my consent or knowledge. I sent the complaint to all 3 credit bureaus along with multiple attachments as proof. By law, the 3 bureaus had 4 days to block the information relating to the identity theft. Out of the 3, only 1 has done anything and they ONLY annotated that the bankruptcies were "" in dispute ''. All 3 of these bureaus should have blocked this information immediately and they have not.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"XXXX XXXX VISA CREDIT CARD FROM CHASE, XXXX XXXX ACCOUNT WITH XXXX ONLINE SERVICES AND PERSONAL CHECKING ACCOUNT FROM XXXX XXXX WER ALL LINKED. A XXXX PAYMENT EITHER NOT RECEIVED OR PROCESSED BY CHASE CAUSED A 30 DAY XX/XX/2018 NEGATIVE REPORTING FROM CHASE TO CRA 'S. I FOUND OUT ABOUT THIS ISSUE ON XX/XX/2018, I WAS NOT CONTACTED ABOUT NEGATIVE CREDIT REPORTING VIA NOTIFICATION BY CHASE. 
THE 30 DAY ADVERSE ACTION CAUSED A CREDIT REDUCTION, FEES, ADDED FINANCE CHARGES, A REDUCTION IN CREDIT AVAILABILITY TO A DECLINE FOR CREDIT A CREDIT RATING IMPACT. I CONTACTED CHASE ABOUT XX/XX/208 AND WAS TOLD THEY COULD NOT DO ANYTHING, THEY DID NOT OFFER A ONE TIME GRACE PERIOD OR ANOTHER REMEDIATION.THIS IS THE SECOND CHASE PRODUCT THAT SUFFERS FROM BILLING ISSUES, REPORTING ISSUES AND NOTIFICATION ISSUES FACTA, FCRA, CONSUMER PROTECTION LAW, IT IS WITHIN THE PENUMBRA OF THE ESTABLISHED CONCEPT OF UNFAIRNESS. I REMIND CHASE OF THE CFPB CONSENT ORDERS AGREED TO BY CHASE, FILE NO XXXX- CFPB- XXXX AND FILE NO XXXX- CFPB- XXXX","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"Dear Sir or Madam, I recently received a letter in the mail from a collection agency called XXXX XXXX at XXXX XXXX XXXX XXXX. XXXX XXXX XXXX, XXXX XXXX Phone # XXXX stating that I have XXXX outstanding collections, on XXXX/XXXX/2016 I faxed them some pass information showing where these XXXX collections were removed from my credit report ( See attached Information ). On Wednesday XXXX XXXX, 2016 I received XXXX letters showing where they have removed this information from my files from their collection agency, ( See attached letters ). The next point is This collection agency noted that these collections came from a company called XXXX, XXXX XXXX. XXXX XXXX, XXXX XXXX which is Capio Partners same address their Phone # to patient advocate is XXXX. I Received from my XXXX XXXX credit score showing that XXXX is reporting these XXXX collection of {$120.00} and {$110.00}. I am asking can you please help me to remove these XXXX collection from my credit report and get Capio Partners to stop harassing me. update my credit file within the next 30 days",Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"I don't understand why these accounts are showing up with inaccurate information, this needs adjusting because it was not paid late, payments were made on time on My two XXXX XXXX XXXX accounts, and XXXX XXXX XXXX,","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I 've been a member of USAA since I was a XXXX in 1988. I started banking with USAA about 5 years ago. My complaint is they charge {$25.00} overdraft fees even though I had sufficient funds available the day the transactions posted and were recorded on my on-line bank statement. I had XXXX OD fees of {$25.00} each charged in XX/XX/XXXX for transactions as low as {$3.00} and no more than {$37.00} and it was only a matter of hours before funds were available as deposits arrived the same day the fees posted on my account. This is a gross example of loan sharking. Transactions are authorized, posted and cleared in a manner that favors the banks and hurts the consumer and makes the bank money via fees. They should n't be allowed to charge {$25.00} to loan {$3.00} for a few hours. This is predatory lending at its worst.",Bank account or service,Bank account or service,True
XXXX XXXX XXXX XXXX XXXX is reporting on XXXX and Equifax a last reported date of X/X/2017 well past the discharge of the bankruptcy illegally and it is affecting my ability to get a home loan. They need to correct the date immediately.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"In 2013 I had to file for Chapter XXXX Bankruptcy. Originally my loan was managed by XXXX XXXX, but they have since sold my student loan to Navient. I continue to get harassed 7 days a week even though the representatives know that I am under bankruptcy protection. They continue to call me every day about my student loan. I refuse to answer the calls as it is harassing for them to continue to call me knowing that I am under bankruptcy protection when I speak to a representative. I ca n't access my account online or do anything as the representative that I spoke to confirmed that my account is locked from internet access as I am showing my account under bankruptcy. Now, they 've submitted a very low report onto my credit despite my previous conversations. Please help.",Student loan,Student loan,True
Received letter from XXXX XXXX XXXX XXXX XXXX I sent letter as i do not owe them anything. They claim to have purchase third party debt from MBNA.,Debt collection,Debt collection,True
"I sent a letter to my bank, asking nicely for some forgiveness on late payments I had on a line of credit. I offered to sign up for automatic payments from another bank account on the line of credit in exchange for erasing the late payment marks on my credit score. I was contacted by XXXX ( ext. XXXX ) at First National Bank. He told me they would absolutely be willing to erase the late payments from my credit score in exchange for my signing up for automatic payments on the line of credit. He said that someone from the bank would contact me about erasing the late payments, and that he would send me the paperwork for signing up for automatic payments. The paperwork arrived, but I was never contacted by anyone at the bank about making good on their promise to erase the late payments. I filled out the paperwork and sent it back with another letter, outlining the terms that I was told about. I was still never contacted by anyone about erasing the late payments. The automatic payments have been going for several months now, but the late payments have not been erased from my credit score. I have called the bank several times to try and speak to someone, but I just get endlessly transferred around and told that they are not able to do anything to help me. XXXX, the original man I talked to, is nowhere to be found, and the extension he had is no longer connected. I am extremely upset about being lied to and would like to try and get this resolved, and have the company make good on the promises that their employee made to me. I have done my part of the agreement and signed up for automatic payments. Now it is time for the bank to make good on the promises their employee made to me.",Bank account or service,Bank account or service,True
"Credit card issuer - XXXX XXXX, have reported incorrect credit history for at least 2 years. I worked, by telephone with a rep. on XX/XX/XXXX to confirm inacuracies in the credit history. The results are : XXXX last numbers of account : XXXX XXXX ""XX/XX/XXXX{$450.00} received '' ""XX/XX/XXXX {$150.00} received '' "" XX/XX/XXXX{$130.00} '' "" XX/XX/XXXX {$120.00} '' "" Partial by {$3.00} short '' "" No payment received in XXXX '' "" XX/XX/XXXX {$300.00} '' "" Good '' "" XXXX min. '' "" No payment received in XXXX '' "" No payment received XXXX '' "" XX/XX/XXXX {$49.00} '' "" Partial '' "" Hardship program started XX/XX/XXXX '' "" I can not see amount agreed program because it was charged off '' Experian gave me a copy of my credit report on XX/XX/XXXX ( Report numbeXXXX XXXX ) On this report, XXXX XXXX reported to Experian : "" 30 days past due '' -XX/XX/XXXX "" 30 days past due '' -XX/XX/XXXX "" 60 days past due '' -XX/XX/XXXX"" 30 days past due '' -XX/XX/XXXX "" 60 days past due '' -XX/XX/XXXX "" 120 days past due ''XX/XX/XXXX "" 150 days past due '' -XX/XX/XXXX "" 180 days past due '' -XX/XX/XXXX","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I have sent notification to this trustee who is attempting to wrongfully foreclose on my property. By their filing of instruments they are in violation of the Equal Credit Opportunity Act ( codified at 15 U.S.C. 1691 et. Seq. ) and the Fair Credit Reporting Act ( codified at 15 U.S.C. 1681 ). 
Trustor is exercising his/her right to conclude and inform you that your NOD Instrument does not constitute Notice and is invalid under California Gov't Code 27201 et. Seq. Specifically, the legal sufficiency of the Filed Instrument is disputed and denied by Trustor. 
Because of this discovery we have demanded that the trustee cancel TS # : XXXX. To this date, and to our knowledge, they have failed to cancel the Trustee 's Sale. 
I believe that if any attempt is made to execute the Trustee Sale identified above, they will be acting with Notice of invalid Filed Instruments and of debt disputed by the Trustor. They have been so advised that, because of and consequent to this Notice of invalid Filed Instruments, "" XXXX '' is exposed to full liability, jointly and severally, along with the Beneficiary ( s ) and/or affiliated entities for any damages that may, in the future, be awarded for filing false instruments, breach of contract, or wrongful foreclosure. 
A material defect in the NOD, such as gross misstatement of the amount in default, voids the sale, and the trustee may refuse to convey the trustee deed. XXXX v. Superior Court ( XX/XX/XXXX ) XXXX XXXX XXXX XXXX, XXXX XXXX XXXX. The court in City of XXXX XXXX v. XXXX, XXXX XXXX XXXX ( XX/XX/XXXX ) also stated that : "" the purposes of the Recording Statute is to provide Notice ... whether valid or invalid ... if invalid instrument is filed, no Notice is given. '' The Trustors ' rights under both the deed of trust and statute are being violated by QLSC. XXXX was never properly and legally substituted as trustee of the subject deed of trust, therefore, you are statutorily prohibited from asserting any such authority. 
It is in criminal violation of Cal. Penal Code 115.5, Filing False Instruments. The Filed Instruments identified herein are statutorily defective and false. They were demanded to immediately remove them from the public record permanently and to cause Public Notice of such remediation to be effected immediately. 
After receiving no response from XXXX XXXX XXXX XXXX, we mailed them a Notice of Default notifying the company that they were in default on their obligation to rescind the Notice of Default as demanded by the Trustor and were in breach of contract.",Mortgage,Mortgage,True
XXXX XXXXXXXX XXXX is inaccurately reporting a balance of {$310.00} not owed nor verified if owed and have made multiple attempts to request verification plus proof via documentation as well as an investigation that I owe this balance,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
I have 2 collection accounts from the same company XXXX XXXX reporting to 2 different collection agencies with 2 different amounts on all 3- credit reports. One is for {$810.00} which was removed during a previous dispute and one for {$730.00}. I would like them removed for inaccurately posting I formation to my credit reports.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"Harassing phone calls. Received phone call before XXXX on Saturday XX/XX/2017. Phone call received was at XXXX. Received phone call after payment arrangements were set up online on Friday, XX/XX/2017.",Student loan,Debt collection,False
"Years ago I wanted to pay off my higher interest loans with payment which were higher than normal/minimum. I noticed Navient 's website did not allow me to select certain loans to pay off with extra payments, everything was distributed by their system. I called the servicer and was told on the phone that I was unable to select what loans I wanted the extra payments to go towards.",Student loan,Student loan,True
I have tried several attempts disputing inquiries that I have made not made to all the credit bureaus. I did not apply for any job now was I granted credit with and of those companies. I even sent certified letters to those creditors with no response back. I would like for all inquiries to be removed from my credit report.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"Equifax mishandled my personal information including Name, Social Security #, Address, Birthdate, etc. resulting in a data breach in XXXX 2017 that they confirmed I was affected by per their "" Potential Impact '' site www.equifaxsecurity2017.com. 

They have put myself and millions of others at risk of identity theft/fraud due to negligent security protocols in handling consumer information. They are further attempting to capitalize on the situation by signing injured parties THEY are responsible for up for "" trial periods '' of their ID protection services. 

They are simultaneously defrauding these injured parties with hidden terms of service that waive their right to sue the company in what is clearly a situation of criminal negligence/fraudulent behavior as indicated by the three Equifax executives that dumped stock immediately prior to the data breach announcement.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"I have an Amazon.com Credit Card from Synchrony Bank. My payment was due by the XXXX of the month and I paid my bill online on the XXXX. As of today XXXX/XXXX/2015, I noticed my payment has not been posted yet and noticed that a Late Fee was charged to my account on the XXXX after I made the online payment yesterday. I called Synchrony Bank and asked WHY they are charging Late Fees on the exact same date as the due date and they said it 's just their company policy to do so and it should take up to XXXX hrs to process my payment and at that time, they can remove any late fees that were applied. I told them it 's not right to charge Late Fees on the exact same date as the Due Date and those fees should never be charged on the same date, but proper accounting practices should reflect late fees the day after the due date if payment is not received. I asked to speak to a supervisor who told me the same thing ... ( It 's their Policy ) and could not explain WHY they charge these fees on the same date as the due date. This is just a Class Action Law Suite waiting to happen. This is a Very Bad Policy and needs to be changed immediately. This can effect Finance Charges on these revolving consumer accounts and overcharge their customers in interest fees. Back Dating transaction and adding/removing fees is improper accounting and collection practices.",Credit card,Credit card or prepaid card,False
"Hello, I received my credit report from all 3 credit bureaus after being denied for credit. To my dismay I was quite frankly shocked to see that Care credit with XXXX XXXX had an account on there with my name. I sent them a debt validation letter asking for the signed contract or my signature. What they sent to me was a letter simply stating they verified the debt as accurate and that it's mine. I have no knowledge of this debt at all. They are reporting wrong information on my credit reports. This is not my debt and they have not validated it as mine with any sort of proof or documentation proving it is mine.",Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
I filed an dispute with ERC on XX/XX/2016 and XX/XX/2016 and requested copy of original contract with my authentic signature that begun this alleged debt. I never received the contract that begun this alleged debt with my authentic signature from ERC. ERC are in violation of the FDCPA.,Debt collection,Debt collection,True
I have request a copy of signed contract from Credit Bureau Services A and I have reached out to XXXX XXXX XXXX XXXX for a copy of lease that I signed pass 2015 showing that I owe {$7400.00} and still have not received any thing to validate the account,Debt collection,Mortgage,False
I filed a claim at my bank where there was fraudulent use of my checking account. Checks were written out to my sister by my sister twice a month over a six month period before I caught it and reported it. I did file a police report. The amount taken was {$6500.00}. After a three month investigation the bank only returned {$2500.00} to my account. I would like to try to recover the other {$4000.00}.,Bank account or service,Bank account or service,True
"Re:XXXX Dear Sirs, My loan was approved for an FHA-HAMP modification on XX/XX/XXXX. I was scheduled to make my first trial payment on or about XX/XX/XXXX. That was made successfully for the full amount of {$1100.00} and cleared on XX/XX/XXXX with documentation to verify. I also verified that payment was received and applied properly by CMS per terms on XX/XX/XXXX by XXXX, Employee ID XXXX. 

The SERIOUS CONCERN I have is today ( XX/XX/XXXX ) that I was alerted CMS has reported inaccurately that "" Forclosure Initiated '' in all of my credit reports. This is in violation of FHA Single Family Policy Handbook XXXX and The XXXX Fair Credit Reporting Act. 

Regards, XXXX XXXX Loan No. XXXX",Mortgage,Mortgage,True
"In the summer of XX/XX/XXXX & early XX/XX/XXXX, TransUnion experienced 2 separate computer glitches that caused inquires to be deleted from my credit report. Those inquires were then added back to my report once the glitch was discovered, however I was not notified of the inquires being added back. Legally, they were suppose to provide me written notice 5 days prior to them adding the inquiries back. I contacted TransUnion in good faith to ask them to delete the inquires that had been illegally re-added. On XX/XX/XXXX @ XXXX, I spoke with XXXX XXXX in an office outside of the USA , he refused to provide the exact location. He stated that a glitch did take place, however the inquiries were not being removed. More than once he acknowledged the error as well as me not being informed of it, but still refused to take action. These inquires add a hardship & my rights were violated by TransUnion. I am asking that you make TransUnion stop victimizing me.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"Dear CFBP American Profit Recovery has been attempting to collect on two separate files that Ive disputed from day one. So Im hoping that with your assistance Ill finally be able to get closure with both accounts.
The first one is with XXXX XXXX and was place with APR on or about XX/XX/XXXX. I never hired them to do any work at my house. Over the years and as recently as XX/XX/XXXX Ive asked for the original signed contract and/or any documents supporting the charges APR is trying to collect or that would confirm I even hired them. As of today I was told that they still havent received the requested documents from XXXX XXXX. The 2nd account is with XXXX XXXX XXXX and was place with APR on or about XX/XX/XXXX. Although I did hire XXXX XXXX XXXX I have disputed the amount owed well before ARP even bought the account. XXXX XXXX XXXX charged more for the lawn service then was originally agreed upon and that they charged for 2 cuttings they didnt do, which I was able to verify by reviewing our security video. Ive requested the original SIGNED estimate and all invoice used to validate the amount they say I owe however as of today they have not been able to provide anything. Ive talked XXXX and XXXX at APR to inquire on the status of the documents and was told by both that there isnt a time requirement for the client to provide validation docs, how can this be? Without these documents how has APR been able follow the CFPBs examination procedures to determine my identity, the amount owed, whether any fees charged were permitted by contract, and the original creditor? Any assistance you can provide in putting this to bed would be greatly appreciated.",Debt collection,Debt collection,True
"COLLECTOR FAILED TO VALIDATE DEBT AND IGNORED CEASE AND DESIST AND DO N'T CALL ME OR OTHERS. ON XX/XX/2017 XX/XX/2017 MY FAMILY MEMBER REC 5 CALLS ON HIS CELL NO XXXX. WENT ON CREDIT REPORTS. 
CALL REC FROM XXXX",Debt collection,Debt collection,True
"BOTH BMW AND BMW FINANCIAL SERVICES ARE "" FRAUDULENTLY '' REPORTING TO ALL CREDIT REPORTING AGENCIES - XXXX, XXXX AND XXXX ACTUAL LAST THE DATE OF USE "" AFTER THE BANKRUPTCY XX/XX/2010 ''. ACCORDING TO FRCA RULES AND BANKRUPTCY RULE, THESE NEGATIVE ACCOUNTS WILL BE DELETED BY NOW. BOTH BMW AND BMW FINANCIAL SERVICES ARE CRIMINALLY RESPONSIBLE FOR THIS FRAUD",Bank account or service,"Credit reporting, credit repair services, or other personal consumer reports",False
"on XX/XX/XXXX i called XXXX XXXX to resolve an old debt. The representative there transferred me to a collection department to make a payment. after making the payment, my credit report was suppose to be updated to a paid status, which they did for a few days before switching it back to unpaid. every time i call XXXX XXXX there is always an issue with my information in there system and half of them ca n't get past authentication because personal info is not correct either. I gave them my dob, ssn and address but because my telephone number does n't match i would need to be transferred which would start a transferring nightmare one after the next. Its been four months since XXXX took the payment and they have n't been able to update the credit reporting agencies or the account in their office properly or in a reasonable time frame.","Credit reporting, credit repair services, or other personal consumer reports",Debt collection,False
"since XXXX 2017 I been trying to get ARS ( Account Resolution Services ) to verify a {$8500.00} debt. As well as XXXX XXXX XXXX for {$7300.00} They have failed to verify and validate and instead had all 3 credit bureaus updated ( reaged which is illegal ) as verified but where is the verification and validation? I have not entered a contract with this company to collect for the hospital they are representing. Upon further investigation I discovered that The Texas Secretary of State maintains a Debt Collector Search that lists all debt collectors who have ever applied for a surety bond. After performing such search I have confirmed that the debt collector that has contacted me does not have an active surety bond, which means they are illegally attempting to collect debt in Texas. I move to cease collections. also I advise the debt collection agency that I intend to file a complaint with the Texas Attorney General if they fail to comply with my request. While the collection company may escape Texas civil penalties in this particular case, their violation may impede their ability to collect debt in Texas in the future because of a denied surety bond application, costing their business untold revenue.",Debt collection,Debt collection,True
"On XXXX XXXX, XXXX I submitted a repeal letter for the denial of my loan modification. I was denied again because I was unable to submit the documents due to slow respond from my medical provider. I was told to reapply. I have not received loan modification form for the requested loan modification as I was told I needed to submit new forms. 

I was also that by XXXX my representative that the foreclosure date had been extended until XXXX XXXX. I asked for a letter confirming this and have not received one yet. This is very upsetting and disturbing for me.",Mortgage,Mortgage,True
I called XXXX and asked how they came up with my score when my insurance card told me we got information from XXXX. I called XXXX and he said we will send you and still now they are not giving me my credit report. I asked and faxed to them 3 times and no one responded till now and i got the fax confirmation letter.,"Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"continously provides me with a bolden statement telling me to XXXX off-that Im not getting my files disputed wo my blood type ( provided ) starship name, etc. 

When I give this informaion they claim I have not provided enough to dispute ( XXXX XXXX seems to think so ) and dismisses my claim. 

then they try to claim I am frivilous. 

I am sending them to a lawyer for FCRA ACTION. 

I have given the bureaus stacks of paperwork and they continue to play this XXXX from months ago, unresolved.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
"To Whom It May Concern- I received a letter from SLS indicating that they are the new servicer for my mortgage, however I did not receive a letter from XXXX XXXX Loans, the current servicer. I have been going back and forth with XXXX in getting a loan modification. They have been giving us the run around and now this. How can I get some assistance. XXXX did not even have the original note and now this new servicer does not have the note. 

Thank you. 
XXXX and XXXX XXXX",Mortgage,Mortgage,True
"On XX/XX/XXXX I filed complaint with the XXXX XXXX XXXX XXXX XXXX, also called the Federal Trade Commission # XXXX and filed with FBI. 

I was scamed by a computer scam, someone claiming to be part of XXXX XXXX. Since I had called XXXX for a # to get my computer repaired back in XXXX I paid the computer people what was to be a lifetime warranty. When I had trouble this XXXX I called them again and was assured I would not be charged anything that I had the warranty. Anyhow they kept asking for XXXX XXXX cards. I stupidly believed them and kept getting more cards ( {$32000.00} wprth on all my cards. I have since paid the credit cards all the charges for the XXXX  XXXX cards that I made. I kept all my receipts.is In XXXX this scam person, XXXX XXXX, asked for my credit cards-they would pay me back the money they owed me via the cards. I stupidly believe him and gave him the information, however, I did not give him the CVV number. I got a call from my XXXX XXXX, my XXXX XXXX card and my XXXX XXXX XXXX card questioning charges made to my account for XXXX {$400.00}. I told them no I had not made the charges and told them not to honor any more of those charges. They agreed and I have not been charged by them for any XXXX XXXX charges that had already occurred. 

I HAD ALSO CALLED DISCOVER CARD in XXXX or early XXXX, I had not heard from them, and told them not to honor any XXXX charges to my account. I did not know until the end of XXXX when I got a bill for {$2800.00} of XXXX charges on my account. I immediately called them, told them to stop again and reminded them I had called to stop these charges a month previous. They said they would investigate. 

There answer to me despite many calls has been since I gave out my card info I am responsible for these charges. They are completely ignoring the fact I told them NOT to honor any XXXX charges. Now they have sent my account to the 3 credit bureaus,.",Credit card or prepaid card,"Money transfer, virtual currency, or money service",False
"I have received collections notifications from XXXX XXXX services on multiple occasions. I am not aware or do not owe any amount of debt. I have Florida State XXXX and all payments were completed by the state. I am an indigent patient and I have contacted the collections agency on numerous occasions by mail. I am still repeatedly harassed by agents. These issues still exist and I am still getting notified. 

XX/XX/XXXX {$1000.00} XX/XX/XXXX {$560.00}, {$770.00} XX/XX/XXXX {$1500.00} XX/XX/XXXX {$1200.00} XX/XX/XXXX {$1300.00} XX/XX/XXXX {$1500.00} XX/XX/XXXX {$510.00} XX/XX/XXXX {$1300.00} XX/XX/XXXX {$1800.00}, XXXX",Debt collection,Debt collection,True
This company XXXX XXXX is placing damaging collection information on my credit reports without any paperwork from them or the original creditor ... I use credit monitoring so it alerted that I owed a balance to XXXX  which Im assuming is a daycare attached to one my son attended. I dont owe any daycare money as I have been on public assistance for daycare vouchers with the State of Ohio and up until about XXXX or XX/XX/2018 did not have a copay which means I owe them nothing. They need to validate this debt and remove it or any and all available options that apply under FCRA will be taken,Debt collection,"Credit reporting, credit repair services, or other personal consumer reports",False
"I recently purchased a new vehicle through a local dealership in XXXX, VA. The dealer set me up with Suntrust as my lender ( I 'm not sure if this was based on the lowest rate, or that he was incented by Suntrust to push them - He claimed he got box seats to the Washington Nationals game from Suntrust and was going that weekend ). Once I was approved and my loan established, I registered online ( as I 'm an online / digitally engaged person ) so I could regularly pay my bill there. Suntrust does n't allow online payments outside of having an account with them - So I am now being forced to make a financial decision ( open a new account ) with Suntrust to pay them. I called and asked if I was going to have to pay by phone now and they advised that there is a {$15.00} charge to pay by phone. I was not disclosed any of this information when choosing Suntrust as a lender - If I had known they operated this way, I would have chosen a different lender ( even if the rate was higher ). It feels as though this borders ( or holistically lands in ) UDAAP territory as they did not clearly disclose this information to me in making my financial decision.",Consumer Loan,Vehicle loan or lease,False
"As a Wells Fargo Customer I deposited check on XX/XX/XXXXand a check on XX/XX/XXXX. The deposits where very similar to usual and customary. Wells Fargo gave me a deposit receipt showing funds available on XX/XX/XXXX andXX/XX/XXXX. Wells Fargo received funds from the depositary institute onXX/XX/XXXX, and XX/XX/XXXX WELLS FARGO HELD MY MONEY FOR 10 DAYS AND CHARGED ME {$170.00} OF OVERDRAFT FEES.

Wells Fargo placed a 8 day hold on one the check deposited XX/XX/XXXX, Wells Fargo put a 10 day hold on the check deposited XX/XX/XXXX. I called the XXXX on XXXX, and spoke to a representative that said they would follow up with the Branch that accepted the deposit. No Follow up! I called the XXXX number as a follow up on XX/XX/XXXX. After receiving incorrect information from XXXX. XXXX gave me incorrect information about Wells Fargo policy. She ten transferred me to XXXX XXXX her supervisor. XXXX then bridged a call with branch assistant manager XXXX XXXX After 2 calls with XXXX she hung up on me.

I had to call back to speak to XXXX, the branch manager. XXXX promised to call the back office holding the deposits. She did not follow up and did not call back.

Each Wells Fargo representative communicated that Wells Fargo did not have the money from the depositary institute.

MY DEPOSITARY INSTITUTION PAID THE CHECKS ON XX/XX/XXXX AND XX/XX/XXXX.",Checking or savings account,Bank account or service,False
"I entered into a lease contract with Chrysler Capital in  XX/XX/XXXX  I was unhappy with the vehicle and wanted to trade it in. I went to   XXXX   XXXX   and negotiated with the salesman for the purchase of a   XXXX   XXXX  . In one part of the negotiation he agreed to pay off the lease if I would put {$3000.00} down on the  XXXX . I advised him that I did not want to put {$3000.00} down on the  XXXX  because I was going to be purchasing a house soon. He came back with a deal where I did not have to put anything down on the  XXXX  but I would need to pay off my lease and they would give me {$1000.00}. I accepted the deal. He advised me to wait two weeks before calling to pay off the Chrysler. This would be after the 5 day "" cooling off '' period that the dealership advertised.
When I called Chrysler Capital to end my lease they informed me that I would need to pay almost {$1000.00} in early termination fees and the vehicle would be sold at auction and I would be responsible for the negative equity. Of course, I declined and ended up with two vehicle payments and insurance fees.
In   XXXX   I entered opened escrow to purchase a house. Because I had two vehicles I was unable to qualify for a lower interest rate without having to buy down the rate. At the lender 's request, I paid off the balance on the lease. To improve my situation I attempted to trade in the Chrysler and the   XXXX   to   XXXX   XXXX   however they were unwilling to assist me.
Due to the salesman 's deceit I had to pay off my lease early yet can not turn in the vehicle early without incurring exorbitant fees, I had to pay {$7000.00} in closing costs for the mortgage because I could not qualify to add the fees to the mortgage because I had two vehicle on my credit. If the salesman had been honest with me I would either have negotiated a different deal for the  XXXX  or I would have walked away from it completely. His deceptive tactics have caused me irreparable financial hardship.",Vehicle loan or lease,Vehicle loan or lease,True
"Mortgage with HSBC for 10 years discharged from BK in XXXX. HSBC sold mortgage to XXXX XX/XX/2015 but stopped recording my mortgage payments in XXXX 2015. XXXX says XX/XX/XXXX, XX/XX/XXXX, XX/XX/2015 payments not made even though I have provided proof from bank. HSBC needs to acknowledge where and who received the mortgage money and rectify this with XXXX. Also negative remarks on my credit have been reported and threats of foreclosure even though I have made every month payment! I have sent a letter to HSBC with no response and have tried to discuss this with XXXX with no results still insisting I owe these months.",Mortgage,Mortgage,True
"I have tried multiple times to link my bank checking account to XXXX which is an exchange to invest in cryptocurrencies. I keep getting an error which states TDBank is blocking you from enabling external applications which prevents me from linking my account to deposit funds. I have called them many times concerning this issue, but they keep saying there is nothing wrong with your account and there is no blocks. It seems they do not want to help me. I need this resolved immediately. I thank you for your help.","Money transfer, virtual currency, or money service",Bank account or service,False
"After checking my credit I realize that I have been victim of identity theft, An identity theft report had been filed with the FTC and a police report will be filed. As require by FCRA any information reported as fraudulent should be removed from the consumer credit file. I'm reporting this as an effort to clear my name.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
Nationstar continues to refuse postponing the foreclosure sale date to allow the sale to go through even though they are being paid off in full and it is the first foreclosure sale date the homeowner has had. We are simply asking for one postponement. Nationstar is stating that if we were doing a short sale they would postpone to allow the short sale to go through but they will not postpone if they are going to get paid off? This just does n't make any sense to us and we are simply told this is the guideline without any other explanation.,Mortgage,Mortgage,True
"Equifax allowed for my entire information : SSN, DOB, DL #, address, credit card information, etc. to be accessed by parties not entitled to the information. My entire equifax history is now part of the hacker world with complete access to anything they want.","Credit reporting, credit repair services, or other personal consumer reports","Credit reporting, credit repair services, or other personal consumer reports",True
